0 background 0 0 0 0
Amygdala_R, 210, 255, 0, 1 255
Amygdala_R, 0, 109, 255, 1 255
Amygdala_R, 255, 138, 0, 1 255
Amygdala_R, 255, 149, 0, 1 255
Amygdala_R, 255, 93, 0, 1 255
Amygdala_R, 255, 46, 0, 1 255
Amygdala_R, 0, 144, 255, 1 255
Amygdala_R, 255, 69, 0, 1 255
Amygdala_R, 255, 67, 0, 1 255
Amygdala_R, 255, 250, 0, 1 255
Amygdala_R, 209, 255, 0, 1 255
Amygdala_R, 255, 83, 0, 1 255
Amygdala_R, 167, 255, 0, 1 255
Amygdala_R, 174, 255, 0, 1 255
Amygdala_R, 0, 109, 255, 1 255
Amygdala_R, 126, 255, 0, 1 255
Amygdala_R, 240, 255, 0, 1 255
Amygdala_R, 255, 106, 0, 1 255
Amygdala_R, 255, 135, 0, 1 255
Amygdala_R, 255, 144, 0, 1 255
Amygdala_R, 18, 255, 0, 1 255
Amygdala_R, 255, 160, 0, 1 255
Amygdala_R, 255, 249, 0, 1 255
Amygdala_R, 187, 255, 0, 1 255
Amygdala_R, 111, 255, 0, 1 255
Amygdala_R, 255, 51, 0, 1 255
Amygdala_R, 255, 47, 0, 1 255
Amygdala_R, 255, 125, 0, 1 255
Amygdala_R, 194, 255, 0, 1 255
Amygdala_R, 255, 3, 0, 1 255
Amygdala_R, 255, 80, 0, 1 255
Amygdala_R, 41, 255, 0, 1 255
Amygdala_R, 238, 255, 0, 1 255
Amygdala_R, 255, 80, 0, 1 255
Amygdala_R, 255, 20, 0, 1 255
Amygdala_R, 255, 35, 0, 1 255
Amygdala_R, 214, 255, 0, 1 255
Amygdala_R, 186, 255, 0, 1 255
Amygdala_R, 255, 207, 0, 1 255
Amygdala_R, 154, 255, 0, 1 255
Amygdala_R, 255, 94, 0, 1 255
Amygdala_R, 0, 232, 255, 1 255
Amygdala_R, 13, 255, 0, 1 255
Amygdala_R, 154, 255, 0, 1 255
Amygdala_R, 255, 44, 0, 1 255
Amygdala_R, 255, 103, 0, 1 255
Amygdala_R, 255, 253, 0, 1 255
Amygdala_R, 0, 13, 255, 1 255
Amygdala_R, 197, 255, 0, 1 255
Amygdala_R, 255, 12, 0, 1 255
Amygdala_R, 146, 255, 0, 1 255
Amygdala_R, 0, 245, 255, 1 255
Amygdala_R, 0, 141, 255, 1 255
Amygdala_R, 0, 255, 131, 1 255
Amygdala_R, 0, 170, 255, 1 255
Amygdala_R, 0, 255, 97, 1 255
Amygdala_R, 0, 255, 116, 1 255
Amygdala_R, 0, 226, 255, 1 255
Amygdala_R, 0, 255, 182, 1 255
Amygdala_R, 3, 255, 0, 1 255
Amygdala_R, 56, 255, 0, 1 255
Amygdala_R, 0, 179, 255, 1 255
Amygdala_R, 198, 255, 0, 1 255
Amygdala_R, 0, 112, 255, 1 255
Amygdala_R, 255, 106, 0, 1 255
Amygdala_R, 255, 50, 0, 1 255
Amygdala_R, 255, 192, 0, 1 255
Amygdala_R, 255, 40, 0, 1 255
Amygdala_R, 255, 47, 0, 1 255
Amygdala_R, 255, 27, 0, 1 255
Amygdala_R, 255, 132, 0, 1 255
Amygdala_R, 33, 255, 0, 1 255
Amygdala_R, 255, 228, 0, 1 255
Amygdala_R, 196, 255, 0, 1 255
Amygdala_R, 221, 255, 0, 1 255
Amygdala_R, 0, 145, 255, 1 255
Amygdala_R, 255, 37, 0, 1 255
Amygdala_R, 0, 72, 255, 1 255
Amygdala_R, 0, 255, 170, 1 255
Amygdala_R, 61, 255, 0, 1 255
Amygdala_R, 255, 103, 0, 1 255
Amygdala_R, 255, 227, 0, 1 255
Amygdala_R, 255, 42, 0, 1 255
Amygdala_R, 255, 39, 0, 1 255
Amygdala_R, 226, 255, 0, 1 255
Amygdala_R, 106, 255, 0, 1 255
Amygdala_R, 255, 14, 0, 1 255
Amygdala_R, 255, 43, 0, 1 255
Amygdala_R, 0, 255, 162, 1 255
Amygdala_R, 255, 233, 0, 1 255
Amygdala_R, 255, 163, 0, 1 255
Amygdala_R, 0, 79, 255, 1 255
Amygdala_R, 255, 29, 0, 1 255
Amygdala_R, 255, 202, 0, 1 255
Amygdala_R, 255, 47, 0, 1 255
Amygdala_R, 255, 54, 0, 1 255
Amygdala_R, 255, 17, 0, 1 255
Amygdala_R, 255, 17, 0, 1 255
Amygdala_R, 176, 255, 0, 1 255
Amygdala_R, 255, 7, 0, 1 255
Amygdala_R, 0, 163, 255, 1 255
Amygdala_R, 58, 255, 0, 1 255
Amygdala_R, 255, 140, 0, 1 255
Amygdala_R, 255, 152, 0, 1 255
Amygdala_R, 255, 166, 0, 1 255
Amygdala_R, 0, 88, 255, 1 255
Amygdala_R, 255, 83, 0, 1 255
Amygdala_R, 255, 14, 0, 1 255
Amygdala_R, 99, 255, 0, 1 255
Amygdala_R, 230, 255, 0, 1 255
Amygdala_R, 0, 255, 77, 1 255
Amygdala_R, 255, 130, 0, 1 255
Amygdala_R, 132, 255, 0, 1 255
Amygdala_R, 166, 255, 0, 1 255
Amygdala_R, 255, 44, 0, 1 255
Amygdala_R, 255, 27, 0, 1 255
